invoeden_EURMWh,afnemen_EURMWh,imbalance_demand,imbalance_supply
28.12,28.12,0,-3186
26.73,27.8,3617,0
24.06,24.06,12925,0
24.06,24.06,30161,0
18.46,18.46,11420,0
18.46,18.46,18689,0
24.06,24.06,18177,0
18.43,28.12,0,-3959
28.12,28.12,0,-5494
27.05,27.05,0,-3937
24.06,24.06,0,-2146
26.95,26.95,0,-1567
26.97,26.97,0,-6110
26.98,26.98,0,-19034
26.96,26.96,0,-18500
26.99,26.99,0,-14592
24.06,24.06,0,-1044
26.3,26.3,0,-9128
26.3,26.3,0,-22573
27.56,27.56,0,-58306
31.63,31.63,0,-62054
35.63,35.63,0,-78453
39.34,39.34,0,-85863
95.49,95.49,0,-90377
33.02,33.02,0,-35865
34.62,34.62,0,-33240
31.63,31.63,0,-30087
42.12,42.12,0,-37904
76.65,76.65,0,-60460
42.12,42.12,0,-58749
42.12,42.12,0,-48800
26.2,35.32,0,-1642
42.81,42.81,0,-30156
50.63,50.63,0,-56529
37.41,37.41,0,-41567
26.95,26.95,3255,0
26.92,26.92,54398,0
28.15,28.15,105031,0
23.5,23.5,147485,0
35.26,35.26,43746,0
35.3,35.3,99805,0
35.35,35.35,140237,0
35.35,35.35,125431,0
98.65,98.65,0,-75677
90.12,90.12,0,-49296
50.98,50.98,0,-52825
63.77,63.77,0,-65488
129.02,129.02,0,-176212
81.58,81.58,0,-153065
89.53,89.53,0,-139937
27.65,27.65,0,-148178
59.06,59.06,0,-42537
24.59,27.03,18511,0
24.63,24.63,22570,0
26.07,26.07,62138,0
25.43,25.43,84587,0
-20.16,-20.16,74526,0
19.5,19.5,92803,0
7.67,7.67,103733,0
-127.28,-127.28,53900,0
-12.17,-12.17,77450,0
17.03,17.03,50260,0
32.52,32.52,8440,0
95.49,95.49,0,-86165
56.39,56.39,0,-64410
43.41,43.41,0,-46585
33.42,33.42,0,-40860
107.75,107.75,0,-87709
47.56,47.56,0,-58897
35.63,35.63,0,-45068
47.67,47.67,0,-62135
129.02,129.02,0,-92489
129.02,129.02,0,-104598
190.1,190.1,0,-51355
43.22,43.22,0,-43574
43.22,43.22,0,-2645
29.89,29.89,0,-20627
29.96,29.96,0,-20503
32.73,32.73,0,-19216
32.71,32.71,0,-32858
37.33,37.33,0,-33323
31.63,31.63,0,-24557
45.16,45.16,0,-46962
29.44,29.44,8826,0
38.16,38.16,0,-36276
35.63,35.63,0,-44935
31.63,31.63,0,-39104
31.63,31.63,0,-16416
36.67,36.67,0,-26481
27.56,27.56,0,-6876
95.5,95.5,0,-33913
129.12,129.12,0,-150600
129.12,129.12,0,-88173
31.38,31.38,0,-32399
29.05,29.05,0,-30554
35.38,35.38,0,-30640
36.84,36.84,0,-61377
56.63,56.63,0,-67488
44.63,44.63,0,-78935
60.83,60.83,0,-74204
50.38,50.38,0,-46633
30.88,30.88,0,-26238
27.35,27.35,0,-5036
31.38,31.38,0,-33302
23.26,23.26,0,-2329
19.26,19.26,7839,0
18.67,18.67,27697,0
36.69,36.69,0,-42674
27.02,27.02,0,-20225
24.85,24.85,0,-3450
25.49,25.49,3970,0
35.38,35.38,0,-46564
31.87,31.87,0,-19503
23.26,23.26,9469,0
23.26,23.26,17181,0
26.51,26.51,11778,0
23.29,23.29,33396,0
22.31,22.31,37731,0
23.29,23.29,20875,0
27.14,27.14,0,-8528
27.38,27.38,3130,0
26.94,26.94,52716,0
26.94,26.94,79032,0
28.83,28.83,0,-15767
26.9,26.9,16353,0
24.98,24.98,29743,0
24.18,24.18,50892,0
24.84,28.39,0,-26096
26.86,26.86,0,-12975
31.41,31.41,0,-36584
28.51,28.51,0,-68655
64.23,64.23,0,-179919
41.38,41.38,0,-178601
130.12,130.12,0,-199571
178.35,178.35,0,-166244
127.98,127.98,0,-56990
52.25,52.25,0,-66746
39.12,39.12,0,-56716
76.52,76.52,0,-83469
35.41,35.41,0,-5462
41.54,41.54,0,-50424
50.41,50.41,0,-64359
42.08,42.08,0,-72708
85.18,85.18,0,-72577
52.12,52.12,0,-33399
48.86,48.86,0,-40519
31.41,31.41,0,-26748
29.62,29.62,0,-32761
34.62,34.62,0,-27986
24.11,27.12,6160,0
26.74,26.74,0,-3977
24.23,24.23,20266,0
25.51,25.51,29956,0
26.74,26.74,19234,0
26.66,26.66,21872,0
26.84,26.84,31780,0
26.78,26.78,12401,0
28.75,28.75,0,-789
36.54,36.54,0,-47076
22.45,22.45,62119,0
17.92,17.92,49813,0
28.73,28.73,339,0
31.41,31.41,0,-22634
27.38,27.38,0,-11026
32.6,32.6,0,-16594
35.41,35.41,0,-41006
50.41,50.41,0,-36988
25.37,25.37,27781,0
29.55,29.55,1962,0
56.56,56.56,0,-43390
137.1,137.1,0,-80073
34.12,34.12,0,-436
38.06,38.06,0,-22736
45.26,45.26,0,-37691
51.45,51.45,0,-43441
52.15,52.15,0,-60215
67.64,67.64,0,-62804
44.85,44.85,0,-38176
74.13,74.13,0,-62224
42.7,42.7,0,-26191
91.83,91.83,0,-74064
197.8,197.8,0,-25677
24.11,24.11,49987,0
32.45,32.45,824,0
29.24,29.24,0,-3677
26.59,26.59,12268,0
26.64,26.64,3042,0
-162.85,-162.85,104710,0
-30.54,-30.54,80660,0
-6.81,-6.81,74024,0
-11.38,-11.38,80679,0
-33.06,-33.06,72147,0
14.36,14.36,34968,0
8.8,8.8,46021,0
8.11,8.11,44786,0
54.66,54.66,0,-25117
29.04,29.04,0,-12301
32.45,32.45,0,-17395
29.35,29.35,0,-17035
37.71,37.71,0,-35462
31.98,31.98,0,-26797
26.56,26.56,0,-23591
18.06,18.06,0,-36606
32.02,32.02,0,-22852
17.92,27.02,2544,0
36.45,36.45,0,-38291
36.76,36.76,0,-19093
28.73,28.73,0,-66986
26.62,26.62,0,-44667
26.62,26.62,0,-46093
26.12,26.12,0,-40525
29.79,29.79,0,-30758
27.23,27.23,1741,0
32.42,32.42,0,-8463
34.91,34.91,0,-26377
46.3,46.3,0,-4955
25.21,25.21,1257,0
21.7,21.7,19209,0
23.53,23.53,0,-7005
46.26,46.26,13200,0
36.85,36.85,16376,0
36.85,36.85,25782,0
36.81,36.81,46612,0
29.15,29.15,0,-38160
31.65,31.65,0,-27706
27.07,27.07,2845,0
21.61,21.61,25981,0
29.78,29.78,0,-6969
32.7,32.7,0,-910
26.9,26.9,36091,0
26.87,26.87,32358,0
27.53,27.53,12473,0
32.7,32.7,0,-22890
32.22,32.22,0,-23713
32.7,32.7,0,-35690
27.53,27.53,0,-13500
27.62,27.62,0,-19895
32.7,32.7,0,-22769
27.61,27.61,0,-1864
27.17,27.17,25030,0
40.7,40.7,0,-22844
44.98,44.98,0,-25006
36.7,36.7,0,-18556
27.2,27.2,0,-7201
27.66,27.66,0,-16908
27.67,27.67,0,-18678
32.5,32.5,0,-17785
27.12,27.12,15142,0
27.53,27.53,0,-2841
27.53,27.53,0,-14140
27.53,27.53,0,-37006
27.15,27.15,18176,0
27.15,27.15,0,-1528
27.12,27.12,0,-6003
87.18,87.18,0,-53800
24.47,27.53,12912,0
27.28,27.28,0,-29822
33.07,33.07,0,-53291
51.7,51.7,0,-75344
85.07,85.07,0,-97863
36.72,36.72,0,-52568
33.6,33.6,0,-47608
55.55,55.55,0,-54006
40.1,40.1,0,-11241
70.1,70.1,0,-41248
72.02,72.02,0,-54747
208.26,208.26,0,-68290
84.02,84.02,0,-30350
39.52,39.52,0,-30642
49.52,49.52,0,-47816
117.26,117.26,0,-57533
36.51,36.51,0,-43086
40.77,40.77,0,-57984
69.24,69.24,0,-46955
36.98,36.98,0,-30538
21.31,36.82,31900,0
25.1,25.1,0,-2457
46.36,46.36,1873,0
13.42,13.42,22666,0
18.5,215.52,0,-70258
51.7,51.7,0,-50543
27.08,27.08,0,-15896
27.15,27.15,0,-15479
83.94,83.94,0,-51239
101.12,101.12,0,-33569
23.53,23.53,3577,0
23.53,23.53,8617,0
51.7,51.7,0,-45964
51.7,51.7,0,-32127
24.39,24.39,0,-7247
22.06,22.06,5433,0
45.71,45.71,0,-44697
50.07,50.07,0,-39889
32.55,32.55,0,-27499
32.63,32.63,0,-16447
93.12,93.12,0,-61852
37.87,37.87,0,-32276
33.12,33.12,0,-32761
32.58,32.58,0,-7484
32.55,32.55,0,-36248
32.55,32.55,0,-33385
27.65,27.65,0,-7498
23.53,27.89,19943,0
27.94,27.94,2845,0
25.41,25.41,21135,0
26.58,26.58,16391,0
27.89,27.89,0,-781
22.29,22.29,14036,0
33.29,33.29,0,-19221
52.29,52.29,0,-49184
89.12,89.12,0,-69214
21.78,21.78,55841,0
46.25,46.25,27496,0
36.87,36.87,1084,0
29.72,29.72,0,-14381
238.9,238.9,0,-86890
52.29,52.29,0,-36119
37.29,37.29,0,-35158
44.12,44.12,0,-39648
27.22,27.22,43215,0
27.22,27.22,42255,0
27.27,27.27,60444,0
24.09,24.09,64025,0
27.86,28.09,0,-10407
27.03,27.03,0,-3091
27.05,27.05,0,-430
27.09,27.09,7283,0
27.88,27.88,0,-40062
27.89,27.89,0,-11531
24.09,24.09,19308,0
27.0,27.0,14593,0
24.09,24.09,44433,0
18.53,18.53,41173,0
22.78,22.78,51648,0
24.09,24.09,50534,0
24.09,24.09,75975,0
24.09,24.09,60059,0
27.93,27.93,32081,0
27.92,27.92,9438,0
44.12,44.12,0,-32771
32.12,32.12,0,-12795
33.29,33.29,0,-15589
37.29,37.29,0,-30156
28.09,28.09,0,-8717
33.29,33.29,0,-27697
35.28,35.28,0,-38290
35.28,35.28,0,-40491
27.28,27.28,35937,0
27.29,27.29,14578,0
27.9,27.9,6000,0
35.28,35.28,0,-16376
27.3,27.3,1326,0
48.88,48.88,10419,0
27.71,27.71,0,-2837
33.29,33.29,0,-14094
80.03,80.03,0,-52693
33.52,33.52,0,-36037
38.8,38.8,0,-41042
39.71,39.71,0,-46953
66.16,66.16,0,-57619
89.26,89.26,0,-72348
112.12,112.12,0,-67081
74.12,74.12,0,-73414
250.87,250.87,0,-106441
250.87,250.87,0,-85841
117.12,117.12,0,-49475
39.11,39.11,0,-22477
226.75,226.75,0,-67050
53.2,53.2,0,-63510
49.12,49.12,0,-55486
33.29,33.29,0,-43633
37.06,37.06,0,-27344
226.9,226.9,0,-73072
27.27,27.27,0,-24986
24.09,24.09,12868,0
37.29,37.29,0,-24856
26.94,26.94,12122,0
21.51,21.51,35260,0
6.48,6.48,48976,0
22.03,27.98,8108,0
25.38,25.38,43508,0
17.46,17.46,59186,0
16.09,16.09,50826,0
33.29,33.29,0,-16362
27.39,27.39,24601,0
27.88,27.88,41375,0
24.09,24.09,64610,0
29.19,29.19,0,-12123
29.59,29.59,0,-10223
27.87,27.87,13744,0
25.59,25.59,12806,0
26.41,26.41,4880,0
27.9,27.9,2915,0
27.89,27.89,5105,0
27.89,27.89,12751,0
27.9,27.9,31086,0
27.9,27.9,19010,0
27.89,27.89,7405,0
27.32,27.32,2010,0
27.39,27.39,2043,0
27.79,27.79,15569,0
27.18,27.18,12438,0
24.79,27.75,0,-11713
7.08,7.08,21127,0
27.91,27.91,11708,0
27.93,27.93,10923,0
27.91,27.91,0,-22617
19.91,19.91,52780,0
26.88,26.88,16632,0
23.91,23.91,46457,0
36.63,36.63,0,-1605
36.75,36.75,43923,0
36.75,36.75,22786,0
27.91,27.91,0,-9900
27.91,27.91,860,0
36.04,36.04,0,-20863
234.89,234.89,0,-77587
234.89,234.89,0,-57681
234.89,234.89,0,-66971
119.02,119.02,0,-61550
54.29,54.29,0,-92912
54.29,54.29,0,-74985
27.63,27.63,0,-28215
27.53,27.91,2120,0
27.49,27.91,7509,0
25.36,27.91,0,-2138
39.03,39.03,0,-31834
27.26,27.26,7289,0
28.21,28.21,24012,0
27.8,27.8,56364,0
23.91,23.91,87045,0
23.91,23.91,54589,0
27.75,27.75,36688,0
27.77,27.77,7720,0
33.11,33.11,0,-60545
226.0,226.0,0,-103076
136.29,136.29,0,-53131
25.65,27.91,0,-13212
33.11,33.11,0,-25739
83.26,83.26,0,-78601
52.11,52.11,0,-69831
73.26,73.26,0,-72164
78.06,78.06,0,-70288
24.32,24.32,72429,0
27.85,27.85,85588,0
27.85,27.85,90630,0
27.85,27.85,15627,0
26.33,26.33,32936,0
27.35,27.35,0,-430
76.08,76.08,0,-47888
228.62,228.62,0,-81371
239.73,239.73,0,-67282
38.29,38.29,0,-40712
149.94,149.94,0,-49600
149.94,149.94,0,-35911
36.34,36.34,0,-34602
226.63,226.63,0,-76987
91.53,91.53,0,-60829
53.17,53.17,0,-60575
244.66,244.66,0,-79849
38.34,38.34,0,-55726
244.66,244.66,0,-75066
46.02,46.02,0,-38167
37.11,37.11,0,-31934
59.31,59.31,0,-51775
37.11,37.11,0,-25135
45.48,45.48,0,-8242
37.11,37.11,0,-38008
111.62,111.62,0,-61870
59.86,59.86,0,-47403
29.01,29.01,0,-22831
218.89,218.89,0,-102853
52.11,52.11,0,-55937
27.28,27.28,0,-27577
19.28,19.28,0,-43883
18.45,68.7,0,-55578
219.47,219.47,0,-46509
27.05,27.05,8219,0
30.53,30.53,0,-8985
119.12,119.12,0,-48815
18.52,130.12,0,-14666
18.52,27.28,0,-573
27.29,27.29,5843,0
37.12,37.12,0,-35854
33.12,33.12,0,-21165
27.28,27.28,1361,0
26.95,26.95,27869,0
18.46,18.46,4110,0
18.47,18.47,14201,0
18.47,18.47,38325,0
18.47,18.47,40211,0
18.54,18.54,13800,0
18.54,18.54,17510,0
18.54,18.54,8929,0
28.05,28.05,2469,0
28.05,28.05,0,-10967
27.33,27.33,18339,0
24.69,24.69,3098,0
23.93,23.93,0,-18109
-13.12,-13.12,86401,0
19.11,19.11,41027,0
27.22,27.22,23175,0
27.08,27.08,0,-21889
22.36,22.36,61058,0
42.39,42.39,22683,0
26.11,26.11,13815,0
29.04,29.04,0,-17736
27.11,27.11,0,-11717
27.35,27.35,0,-2294
27.37,27.37,0,-12301
27.11,27.11,0,-30366
30.02,30.02,0,-17099
27.11,27.11,0,-10404
27.11,27.11,0,-2259
44.59,44.59,18614,0
44.63,44.63,0,-4880
26.88,26.88,12886,0
20.85,20.85,36860,0
18.9,18.9,47247,0
23.11,23.11,32770,0
24.74,24.74,47300,0
26.24,26.24,89289,0
27.63,27.63,99138,0
26.95,26.95,16853,0
25.81,25.81,17465,0
26.07,26.07,50723,0
6.97,6.97,67515,0
27.3,27.3,6102,0
23.11,28.97,1362,0
22.44,22.44,44147,0
12.32,12.32,70654,0
20.82,20.82,47539,0
27.15,27.15,31346,0
27.15,27.15,35598,0
27.13,27.13,39022,0
27.19,27.19,18591,0
27.11,27.11,6115,0
27.11,27.11,0,-20034
27.11,27.11,0,-15514
27.11,27.11,0,-108492
27.1,27.1,0,-94767
27.17,27.17,0,-104699
50.32,50.32,0,-122534
28.06,28.06,0,-69090
27.92,27.92,0,-91008
41.86,41.86,0,-86592
228.3,228.3,0,-77960
-22.53,-22.53,34092,0
24.36,24.36,3860,0
26.77,26.77,21912,0
26.94,26.94,1156,0
27.46,27.46,116473,0
45.51,45.51,123605,0
45.51,45.51,125627,0
19.11,19.11,127100,0
19.11,19.11,78055,0
20.52,20.52,53464,0
23.11,23.11,27019,0
24.4,27.74,13031,0
28.8,28.8,0,-13510
27.11,27.11,2001,0
28.12,28.12,0,-1773
27.11,27.11,9,0
22.7,27.21,21859,0
24.67,24.67,10504,0
25.69,25.69,499,0
19.11,19.11,21663,0
18.39,54.26,0,-47006
32.26,32.26,0,-34881
18.44,18.44,0,-6712
26.89,26.89,0,-1354
19.35,26.12,0,-10629
31.21,31.21,0,-28583
26.12,27.47,0,-5729
16.81,16.81,22590,0
227.01,227.01,0,-50848
210.59,210.59,0,-33886
23.27,23.27,22000,0
22.75,22.75,37876,0
28.52,28.52,10254,0
22.75,22.75,14396,0
22.75,22.75,16878,0
20.28,20.28,23817,0
19.35,26.94,0,-4670
26.75,26.75,0,-1488
19.35,19.35,9352,0
19.35,19.35,6764,0
27.43,27.43,12848,0
27.45,27.45,17512,0
27.44,27.44,1686,0
27.43,27.43,11699,0
24.16,27.48,0,-1687
22.75,22.75,9313,0
23.56,23.56,13711,0
18.05,18.05,0,-2497
16.84,16.84,77086,0
5.57,5.57,49593,0
27.38,27.38,27928,0
35.15,35.15,0,-26225
31.15,31.15,0,-14427
27.38,27.38,0,-4925
29.04,29.04,0,-5945
29.45,29.45,0,-14350
26.53,26.53,322,0
24.9,24.9,2561,0
21.54,21.54,19760,0
24.02,24.02,38,0
22.05,28.3,0,-57752
40.26,40.26,0,-63719
31.15,31.15,0,-51904
27.38,27.38,0,-21325
100.15,100.15,0,-74707
32.83,32.83,0,-16396
27.38,27.38,0,-950
26.72,26.72,0,-9683
28.02,28.02,0,-29727
26.05,26.05,0,-11888
26.05,26.05,0,-15530
26.05,26.05,0,-1350
57.15,57.15,0,-80495
27.64,27.64,0,-33492
26.23,26.23,0,-8295
26.23,26.23,0,-3449
27.82,27.82,0,-1843
27.84,27.84,0,-21755
31.15,31.15,0,-15396
26.05,26.05,0,-4181
26.05,26.05,0,-4727
26.34,26.34,0,-15366
23.86,23.86,19053,0
22.03,22.03,17116,0
27.38,27.38,22763,0
26.05,26.05,11330,0
26.05,26.05,8724,0
27.38,27.38,14030,0
31.15,31.15,0,-27824
31.15,31.15,0,-43359
31.15,31.15,0,-67304
31.15,31.15,0,-82704
26.34,26.34,0,-32035
26.24,26.24,0,-52892
35.15,35.15,0,-85633
132.02,132.02,0,-103527
22.05,35.15,42950,0
24.92,24.92,24545,0
27.38,27.38,18456,0
27.38,27.38,0,-2661
8.02,8.02,72722,0
22.05,22.05,43703,0
23.25,23.25,12770,0
31.15,31.15,0,-17095
26.98,26.98,0,-6104
31.15,31.15,0,-34267
26.05,26.05,0,-25527
26.05,26.05,0,-10225
32.01,32.01,0,-23097
26.05,26.05,0,-12228
26.05,26.05,0,-11213
25.08,25.08,0,-8815
16.01,16.01,31093,0
26.05,26.05,0,-646
26.05,26.05,2038,0
26.05,26.05,0,-2347
86.02,86.02,0,-52744
31.29,31.29,0,-36045
31.27,31.27,0,-21635
22.11,22.11,4081,0
222.12,222.12,0,-89695
369.14,369.14,0,-108363
18.05,18.05,37911,0
23.9,27.69,7560,0
56.7,56.7,0,-51978
89.12,89.12,0,-40409
24.99,24.99,0,-24978
25.05,25.05,0,-6070
58.98,58.98,0,-40244
34.05,34.05,0,-36114
30.05,30.05,0,-34870
30.05,30.05,0,-36892
34.05,34.05,0,-27368
32.0,32.0,0,-37170
30.05,30.05,0,-35493
30.23,30.23,0,-32614
26.57,26.57,0,-7118
26.57,26.57,0,-16985
24.95,24.95,0,-24279
30.08,30.08,0,-61541
29.85,29.85,0,-12263
24.95,24.95,5076,0
22.89,22.89,11279,0
22.74,22.74,7839,0
24.46,24.46,3763,0
27.49,27.49,7628,0
27.48,27.48,14610,0
27.46,27.46,35460,0
25.45,25.45,0,-58902
26.73,26.73,0,-6850
29.45,29.45,0,-12350
33.45,33.45,0,-20866
31.77,31.77,0,-32835
25.45,25.45,0,-17334
25.19,25.19,7202,0
25.45,25.45,0,-3324
25.0,25.0,10234,0
24.98,24.98,10919,0
24.99,24.99,20766,0
27.49,27.49,29212,0
40.23,40.23,0,-45139
29.45,29.45,0,-13943
25.45,25.45,4728,0
18.78,18.78,38862,0
21.45,21.45,0,-2084
27.47,27.47,11450,0
30.0,30.0,9917,0
24.48,24.48,32408,0
27.43,27.43,0,-12796
24.89,24.89,0,-25125
25.45,25.45,0,-21798
27.47,27.47,0,-14476
27.08,27.08,0,-9410
28.15,28.15,0,-21963
24.93,24.93,0,-12299
27.47,27.47,0,-26664
27.42,27.42,43435,0
27.44,27.44,28513,0
27.46,27.46,23416,0
29.0,29.0,25953,0
29.0,29.0,21478,0
24.34,24.34,42602,0
29.0,29.0,28485,0
27.42,27.42,40330,0
21.45,21.45,84991,0
21.45,21.45,94482,0
16.92,16.92,34902,0
27.42,27.42,17335,0
11.87,11.87,55762,0
14.54,14.54,51509,0
29.41,29.41,0,-7807
27.16,27.16,0,-30361
19.49,19.49,85808,0
19.04,19.04,103857,0
17.45,17.45,82182,0
29.0,29.0,77817,0
21.45,21.45,77720,0
30.0,30.0,46716,0
27.73,27.73,8594,0
29.85,29.85,0,-32849
25.9,25.9,9089,0
35.01,35.01,0,-30758
30.12,30.12,0,-35543
42.77,42.77,0,-51197
85.28,85.28,0,-81742
71.15,71.15,0,-78947
48.45,48.45,0,-36559
25.45,25.45,0,-25392
25.45,25.45,0,-3273
27.21,27.21,0,-45283
29.45,29.45,0,-54769
27.76,27.76,0,-42901
33.45,33.45,0,-51678
26.79,26.79,0,-40815
24.95,24.95,0,-17020
20.0,20.0,0,-23710
24.36,48.56,0,-30821
17.55,31.19,0,-17245
19.03,19.03,11587,0
17.56,17.56,21022,0
-0.3,24.99,34338,0
21.56,27.55,0,-4286
21.56,21.56,0,-18492
24.71,24.71,0,-31730
179.46,179.46,0,-63391
225.11,225.11,0,-58741
29.9,29.9,0,-33147
42.13,42.13,0,-34396
226.56,226.56,0,-131067
226.56,226.56,0,-118811
136.39,136.39,0,-70395
48.56,48.56,0,-60591
30.68,30.68,0,-23725
58.24,58.24,0,-60848
58.29,58.29,0,-64392
49.56,49.56,0,-62907
22.92,26.91,12461,0
25.56,25.56,9299,0
26.91,26.91,20305,0
26.91,26.91,28023,0
26.66,26.66,0,-1624
26.67,26.67,7960,0
26.52,26.52,0,-9239
26.41,26.41,4610,0
95.33,95.33,0,-58754
37.28,37.28,0,-17645
25.56,25.56,9709,0
25.56,25.56,10363,0
67.74,67.74,0,-52411
34.77,34.77,0,-37502
34.56,34.56,0,-33932
28.5,28.5,0,-22827
39.1,39.1,0,-42103
42.1,42.1,0,-42335
33.56,33.56,0,-35553
66.47,66.47,0,-70042
21.22,21.22,100272,0
21.22,21.22,20735,0
21.56,21.56,0,-194
23.72,25.32,0,-7156
200.99,200.99,0,-95151
21.22,21.22,0,-19023
16.22,16.22,5033,0
19.03,19.03,9117,0
25.56,25.56,0,-16651
44.46,44.46,0,-49754
27.61,27.61,0,-16429
29.56,29.56,0,-38325
35.41,35.41,0,-41561
25.5,25.5,0,-28965
33.56,33.56,0,-42038
22.98,22.98,0,-18320
23.08,39.36,0,-48276
29.56,29.56,0,-37647
25.63,25.63,0,-30563
25.5,25.5,0,-27087
28.29,28.29,0,-23518
32.07,32.07,0,-22722
50.25,50.25,0,-46326
39.36,39.36,0,-40694
22.21,51.15,4330,0
23.8,42.99,0,-27553
89.1,89.1,0,-78557
69.86,69.86,0,-85883
82.03,82.03,0,-36889
45.51,45.51,0,-35995
227.61,227.61,0,-91152
75.02,75.02,0,-52854
30.24,30.24,0,-25419
82.02,82.02,0,-61206
229.53,229.53,0,-93020
229.53,229.53,0,-98089
225.69,225.69,0,-96342
71.31,71.31,0,-71351
225.69,225.69,0,-105102
278.9,278.9,0,-127491
230.7,230.7,0,-53270
230.7,230.7,0,-73298
247.87,247.87,0,-103852
347.87,347.87,0,-62744
24.22,29.56,0,-11729
74.91,74.91,0,-64525
182.95,182.95,0,-73658
24.39,24.39,0,-19621
19.36,29.56,0,-5379
152.69,152.69,0,-58325
19.36,184.19,0,-20413
-1.35,-1.35,53880,0
215.66,215.66,0,-128375
215.66,215.66,0,-133642
22.77,22.77,0,-29299
21.56,21.56,12620,0
17.62,17.62,7079,0
24.34,24.34,0,-23966
24.34,24.34,3126,0
21.92,21.92,4491,0
18.95,18.95,32468,0
17.1,17.1,33784,0
21.78,21.78,38728,0
-1.38,-1.38,82455,0
21.62,21.62,20303,0
24.15,24.15,26212,0
23.61,23.61,32408,0
19.24,19.24,42247,0
22.19,35.31,0,-68670
37.3,37.3,0,-59702
33.62,33.62,0,-47389
32.29,32.29,0,-33423
34.66,34.66,0,-95672
42.0,42.0,0,-64499
48.62,48.62,0,-63366
39.79,39.79,0,-34037
23.1,23.1,0,-7902
23.1,23.1,10356,0
24.69,24.69,0,-6162
24.68,24.68,0,-1247
19.78,19.78,20808,0
17.8,17.8,5573,0
45.26,45.26,0,-50957
111.68,111.68,0,-80616
165.17,165.17,0,-108347
131.67,131.67,0,-109471
104.97,104.97,0,-97070
151.12,151.12,0,-88637
21.95,29.53,2431,0
77.12,77.12,0,-50860
56.0,56.0,0,-60682
125.12,125.12,0,-81978
21.78,29.53,0,-14549
48.36,48.36,0,-26172
25.53,25.53,0,-9782
27.11,27.11,0,-22228
24.87,24.87,0,-207
24.78,24.78,20973,0
23.71,23.71,16453,0
23.54,23.54,13414,0
29.53,29.53,0,-35196
39.77,39.77,0,-42779
48.53,48.53,0,-48542
33.53,33.53,0,-11752
17.53,17.53,66583,0
21.02,21.02,50908,0
21.78,21.78,44583,0
26.8,26.8,11474,0
26.83,26.83,25851,0
29.53,29.53,0,-14732
26.9,26.9,0,-20291
26.61,26.61,0,-18690
27.58,27.58,0,-14613
33.53,33.53,0,-28756
29.53,29.53,0,-28339
33.53,33.53,0,-36840
23.75,23.75,40867,0
26.83,26.83,12353,0
33.53,33.53,0,-14984
156.12,156.12,0,-33042
23.79,32.95,0,-18847
48.53,48.53,0,-26284
27.95,27.95,0,-6461
50.12,50.12,0,-37731
80.83,80.83,0,-41517
191.12,191.12,0,-74504
191.12,191.12,0,-95248
74.18,74.18,0,-59416
48.53,48.53,0,-17600
80.55,80.55,0,-38310
104.79,104.79,0,-60817
80.55,80.55,0,-67267
93.12,93.12,0,-60076
123.17,123.17,0,-68752
140.12,140.12,0,-80200
114.12,114.12,0,-87054
21.82,21.82,10504,0
45.53,45.53,0,-31881
63.43,63.43,0,-41708
54.53,54.53,0,-48411
157.12,157.12,0,-96745
157.12,157.12,0,-88799
62.12,62.12,0,-36026
29.53,29.53,0,-30818
156.12,156.12,0,-110680
156.12,156.12,0,-126322
135.12,135.12,0,-70148
51.12,51.12,0,-61560
35.11,35.11,0,-26051
48.53,48.53,0,-38691
25.47,25.47,177,0
24.07,24.07,37810,0
200.02,200.02,0,-136568
23.18,23.18,0,-30112
17.91,26.38,0,-14973
25.84,25.84,0,-8670
30.53,30.53,0,-65404
28.26,28.26,0,-69903
25.77,25.77,0,-49079
25.65,25.65,0,-42378
87.08,87.08,0,-91131
41.4,41.4,0,-62448
41.4,41.4,0,-63406
30.02,30.02,0,-28984
128.02,128.02,0,-99363
58.54,58.54,0,-60714
47.16,47.16,0,-61661
63.02,63.02,0,-72943
51.86,51.86,0,-81471
42.06,42.06,0,-63402
90.6,90.6,0,-81751
48.77,48.77,0,-67349
24.42,24.42,0,-621
26.3,26.3,0,-11082
35.15,35.15,0,-53339
34.09,34.09,0,-55143
28.9,28.9,0,-29074
34.23,34.23,0,-75066
199.02,199.02,0,-130631
199.02,199.02,0,-144715
23.94,26.37,0,-2426
59.95,59.95,0,-50982
199.02,199.02,0,-96263
171.02,171.02,0,-89591
18.77,28.96,9040,0
49.23,49.23,0,-40471
49.23,49.23,0,-50665
34.23,34.23,0,-46252
24.21,190.02,0,-127712
190.02,190.02,0,-113436
57.02,57.02,0,-40997
38.61,38.61,0,-40573
24.35,24.35,904,0
26.14,26.14,0,-240
28.9,28.9,1074,0
26.21,26.21,23155,0
41.99,41.99,0,-38586
30.23,30.23,0,-19129
28.9,28.9,0,-25968
30.23,30.23,0,-33338
49.23,49.23,0,-51384
34.49,34.49,0,-45054
28.9,28.9,0,-33941
26.14,26.14,0,-13242
49.23,49.23,0,-29152
34.23,34.23,0,-34421
30.23,30.23,0,-24130
35.02,35.02,0,-50025
34.49,34.49,0,-32580
41.99,41.99,0,-43252
67.02,67.02,0,-57279
81.55,81.55,0,-50170
30.23,30.23,0,-23068
62.8,62.8,0,-47993
81.58,81.58,0,-71403
81.58,81.58,0,-74842
21.15,21.15,36321,0
26.4,26.4,4568,0
57.93,57.93,0,-41200
